Tarih;Karar (Ordin) No;Dosya Numarası;Ek Bilgi;Kaynak Belge
23.10.2020;1722P;21040/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;21042/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;35698/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;35720/2018;Copii minori: 2;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;21072/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;35759/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;38583/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;21044/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;35704/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;38604/2018;Copii minori: 2;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;21041/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;38579/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;38598/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;35696/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;38571/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;38576/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;21053/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;35736/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;35745/2018;Copii minori: 1;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;35747/2018;Copii minori: 1;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;35744/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;35717/2018;Copii minori: 2;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;21063/2018;Copii minori: 1;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;35760/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;38590/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;38593/2018;Copii minori: 1;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;35718/2018;Copii minori: 3;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;35710/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;38610/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;38614/2018;Copii minori: 1;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;35743/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;35767/2018;Copii minori: 1;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;38574/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;38584/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;35713/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;35711/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;38594/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;38592/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;21067/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;21062/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;21060/2018;Copii minori: 1;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;21035/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;21047/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;21082/2018;Copii minori: 1;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;21071/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;38563/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;38564/2018;Copii minori: 2;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;38623/2018;Copii minori: 3;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;21076/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;21055/2018;Copii minori: 1;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;35701/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;38568/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;35746/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;21084/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;38562/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;21075/2018;Copii minori: 1;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;38582/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;21081/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;21052/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1722P;21054/2018;;Ordin_nr._1722P_din_23_10_2020.pdf
23.10.2020;1721P;35585/2018;Copii minori: 1;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;36384/2018;Copii minori: 1;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;37553/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35260/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;37556/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35466/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;39827/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35484/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;37558/2018;Copii minori: 2;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35461/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35620/2018;Copii minori: 1;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35619/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35595/2018;Copii minori: 1;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35295/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;39820/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;36345/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35457/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;37552/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35576/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35624/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;37569/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;36367/2018;Copii minori: 1;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;36350/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35266/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34306/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35449/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35278/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;36365/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35567/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35599/2018;Copii minori: 1;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34282/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35480/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35309/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;36344/2018;Copii minori: 4;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;36374/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35453/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35467/2018;Copii minori: 2;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;36382/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;36364/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34277/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34298/2018;Copii minori: 1;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35315/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34309/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35590/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35568/2018;Copii minori: 1;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35572/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35606/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;37566/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35452/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;39840/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;39846/2018;Copii minori: 1;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35623/2018;Copii minori: 2;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;37567/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35584/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;37539/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;37546/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;37576/2018;Copii minori: 2;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35488/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34308/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;36335/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;36349/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;39861/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;36325/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34303/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;39828/2018;Copii minori: 2;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;36355/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35441/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;37538/2018;Copii minori: 2;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35303/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;39859/2018;Copii minori: 1;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34271/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34281/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35261/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;39856/2018;Copii minori: 1;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35492/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35494/2018;Copii minori: 3;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;37564/2018;Copii minori: 2;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;39870/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;39830/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35580/2018;Copii minori: 1;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;39866/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;37537/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;37532/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35256/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;36334/2018;Copii minori: 1;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34284/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34300/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35265/2018;Copii minori: 2;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;39863/2018;Copii minori: 2;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35583/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35481/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35566/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35597/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35502/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35293/2018;Copii minori: 1;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;36375/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35272/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35308/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35283/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35616/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;37559/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;36383/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34280/2018;Copii minori: 2;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;36333/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;36339/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;39838/2018;Copii minori: 2;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;39853/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;39829/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34287/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34307/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34291/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35477/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35470/2018;Copii minori: 1;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35570/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;39826/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;37589/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35496/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35601/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35299/2018;Copii minori: 2;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35276/2018;Copii minori: 2;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;36353/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;37587/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;39833/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;39842/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;37549/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;37555/2018;Copii minori: 1;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;39821/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;39823/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34301/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35287/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;37591/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34270/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35615/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;39825/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;39835/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35314/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;39860/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34296/2018;Copii minori: 2;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35281/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35279/2018;Copii minori: 1;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34267/2018;Copii minori: 1;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34262/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;37554/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;39831/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35600/2018;Copii minori: 1;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34293/2018;Copii minori: 1;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;39864/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34297/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;36354/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;37551/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;37545/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35468/2018;Copii minori: 1;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35479/2018;Copii minori: 2;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34273/2018;Copii minori: 3;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;36377/2018;Copii minori: 1;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;37590/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35459/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;36336/2018;Copii minori: 2;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;36362/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;36371/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;36356/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;39847/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;37533/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35440/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;37535/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;39855/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;39837/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;37584/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;36341/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34290/2018;Copii minori: 1;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34288/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34286/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35596/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35448/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35594/2018;Copii minori: 1;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35298/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35296/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34311/2018;Copii minori: 2;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35582/2018;Copii minori: 1;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35280/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;36346/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35313/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35487/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35500/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35264/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;37528/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35269/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;36372/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35571/2018;Copii minori: 2;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35587/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35602/2018;Copii minori: 1;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35444/2018;Copii minori: 2;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35617/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;39867/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;39839/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;37579/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;37581/2018;Copii minori: 2;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34274/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35288/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35294/2018;Copii minori: 1;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35455/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;39836/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;39869/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34292/2018;Copii minori: 2;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35311/2018;Copii minori: 2;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34304/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35282/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35317/2018;Copii minori: 2;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;39822/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35263/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35611/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35478/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34269/2018;Copii minori: 1;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35498/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34299/2018;Copii minori: 2;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35469/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35589/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35499/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35578/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;37536/2018;Copii minori: 1;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35458/2018;Copii minori: 1;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34279/2018;Copii minori: 2;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35612/2018;Copii minori: 2;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34302/2018;Copii minori: 1;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35579/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35591/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35443/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34295/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;39854/2018;Copii minori: 1;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;36363/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;36358/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35297/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;39824/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34266/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35472/2018;Copii minori: 2;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35273/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35446/2018;Copii minori: 1;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35259/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;39865/2018;Copii minori: 1;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;37574/2018;Copii minori: 2;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34283/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;37580/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35577/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;39868/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34268/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;36327/2018;Copii minori: 1;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35482/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;35318/2018;Copii minori: 2;Ordin_nr._1721P_din_23_10_2020.pdf
23.10.2020;1721P;34310/2018;;Ordin_nr._1721P_din_23_10_2020.pdf
