Tarih;Karar (Ordin) No;Dosya Numarası;Ek Bilgi;Kaynak Belge
04.06.2026;1935P;12876/2023;Copii minori: 2;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;8335/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;7580/2023;Copii minori: 1;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;50480/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;10947/2023;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;10976/2023;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;18002/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;23245/2023;Copii minori: 1;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;23245/2023;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;23245/2023;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;1850/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;18047/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;6532/2023;Copii minori: 1;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;6535/2023;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;10946/2023;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;18045/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;4183/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;2076/2023;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;26385/2022;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;9391/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;1575/2023;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;6647/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;7930/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;12900/2023;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;4154/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;3380/2023;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;3380/2023;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;10982/2023;Copii minori: 1;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;11150/2023;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;11150/2023;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;8930/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;49091/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;6685/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;9448/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;23351/2023;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;20518/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;19841/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;10986/2023;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;17440/2023;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;10980/2023;Copii minori: 1;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;17983/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;18029/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;1588/2023;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;1593/2023;Copii minori: 3;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;23282/2023;Copii minori: 2;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;1873/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;9415/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;49782/2023;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;20532/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;4123/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;12875/2023;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;11147/2023;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;50488/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;28772/2024;Copii minori: 1;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;3449/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;50473/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;19188/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;19117/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;18001/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;16476/2022;Copii minori: 1;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;1820/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;18006/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;51027/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;18028/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;45100/2023;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;9395/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;23151/2023;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;9362/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;23875/2023;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;11071/2023;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;49834/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;49096/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;6520/2023;Copii minori: 1;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;10971/2023;Copii minori: 1;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;6650/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;45100/2023;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;1813/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;49069/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;49097/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;20540/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;9438/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;10983/2023;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;10964/2023;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;9432/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;18051/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;10978/2023;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;1843/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;3452/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;12908/2023;Copii minori: 1;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;4014/2023;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;4019/2023;Copii minori: 1;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;4022/2023;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;9409/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;49851/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;26885/2023;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;49077/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;18041/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;8824/2023;Copii minori: 1;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;9379/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;3380/2023;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;10987/2023;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;10957/2023;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;49347/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;18019/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;1119/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;18025/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;45008/2023;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;9440/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;16494/2022;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;11004/2023;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;10954/2023;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;50136/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;49832/2024;;ordin-1935-din-04.06.2026-art-10.pdf
04.06.2026;1935P;2451/2024;;ordin-1935-din-04.06.2026-art-10.pdf
03.06.2026;1909P;7026/2023;Copii minori: 1;ordin-1909P-03.06.2026-art-10.pdf
03.06.2026;1909P;7026/2023;;ordin-1909P-03.06.2026-art-10.pdf
03.06.2026;1909P;7032/2023;;ordin-1909P-03.06.2026-art-10.pdf
03.06.2026;1909P;7035/2023;;ordin-1909P-03.06.2026-art-10.pdf
03.06.2026;1909P;6207/2023;;ordin-1909P-03.06.2026-art-10.pdf
03.06.2026;1909P;6215/2023;;ordin-1909P-03.06.2026-art-10.pdf
03.06.2026;1909P;8040/2023;;ordin-1909P-03.06.2026-art-10.pdf
03.06.2026;1909P;8040/2023;;ordin-1909P-03.06.2026-art-10.pdf
03.06.2026;1909P;6918/2023;;ordin-1909P-03.06.2026-art-10.pdf
03.06.2026;1909P;7771/2023;;ordin-1909P-03.06.2026-art-10.pdf
03.06.2026;1909P;6839/2023;Copii minori: 3;ordin-1909P-03.06.2026-art-10.pdf
03.06.2026;1909P;6376/2023;;ordin-1909P-03.06.2026-art-10.pdf
03.06.2026;1909P;6896/2023;;ordin-1909P-03.06.2026-art-10.pdf
03.06.2026;1909P;7727/2023;;ordin-1909P-03.06.2026-art-10.pdf
03.06.2026;1909P;7831/2023;;ordin-1909P-03.06.2026-art-10.pdf
03.06.2026;1909P;6880/2023;;ordin-1909P-03.06.2026-art-10.pdf
03.06.2026;1909P;6852/2023;;ordin-1909P-03.06.2026-art-10.pdf
03.06.2026;1909P;7730/2023;;ordin-1909P-03.06.2026-art-10.pdf
03.06.2026;1909P;2980/2023;;ordin-1909P-03.06.2026-art-10.pdf
03.06.2026;1909P;6229/2023;;ordin-1909P-03.06.2026-art-10.pdf
03.06.2026;1909P;6220/2023;;ordin-1909P-03.06.2026-art-10.pdf
03.06.2026;1909P;7022/2023;;ordin-1909P-03.06.2026-art-10.pdf
03.06.2026;1909P;7297/2023;Copii minori: 3;ordin-1909P-03.06.2026-art-10.pdf
03.06.2026;1909P;6891/2023;;ordin-1909P-03.06.2026-art-10.pdf
03.06.2026;1909P;6891/2023;;ordin-1909P-03.06.2026-art-10.pdf
03.06.2026;1909P;6891/2023;;ordin-1909P-03.06.2026-art-10.pdf
03.06.2026;1909P;6645/2023;;ordin-1909P-03.06.2026-art-10.pdf
03.06.2026;1909P;6855/2023;;ordin-1909P-03.06.2026-art-10.pdf
03.06.2026;1909P;6908/2023;;ordin-1909P-03.06.2026-art-10.pdf
03.06.2026;1909P;6845/2023;;ordin-1909P-03.06.2026-art-10.pdf
03.06.2026;1909P;6865/2023;Copii minori: 1;ordin-1909P-03.06.2026-art-10.pdf
03.06.2026;1909P;6887/2023;;ordin-1909P-03.06.2026-art-10.pdf
03.06.2026;1909P;6883/2023;;ordin-1909P-03.06.2026-art-10.pdf
03.06.2026;1909P;6895/2023;;ordin-1909P-03.06.2026-art-10.pdf
28.05.2026;1837P;6192/2023;Copii minori: 3;ordin-1837P-28.05.2026-art-10.pdf
28.05.2026;1837P;6208/2023;;ordin-1837P-28.05.2026-art-10.pdf
28.05.2026;1837P;4925/2023;Copii minori: 2;ordin-1837P-28.05.2026-art-10.pdf
28.05.2026;1837P;4925/2023;;ordin-1837P-28.05.2026-art-10.pdf
28.05.2026;1837P;4931/2023;;ordin-1837P-28.05.2026-art-10.pdf
28.05.2026;1837P;5390/2023;;ordin-1837P-28.05.2026-art-10.pdf
28.05.2026;1837P;25020/2022;Copii minori: 1;ordin-1837P-28.05.2026-art-10.pdf
28.05.2026;1837P;5384/2023;Copii minori: 1;ordin-1837P-28.05.2026-art-10.pdf
28.05.2026;1837P;4919/2023;;ordin-1837P-28.05.2026-art-10.pdf
28.05.2026;1837P;4912/2023;;ordin-1837P-28.05.2026-art-10.pdf
28.05.2026;1837P;4939/2023;;ordin-1837P-28.05.2026-art-10.pdf
28.05.2026;1837P;4913/2023;;ordin-1837P-28.05.2026-art-10.pdf
28.05.2026;1837P;4944/2023;;ordin-1837P-28.05.2026-art-10.pdf
28.05.2026;1837P;4930/2023;;ordin-1837P-28.05.2026-art-10.pdf
28.05.2026;1837P;5264/2023;;ordin-1837P-28.05.2026-art-10.pdf
28.05.2026;1837P;5271/2023;;ordin-1837P-28.05.2026-art-10.pdf
28.05.2026;1837P;5277/2023;;ordin-1837P-28.05.2026-art-10.pdf
28.05.2026;1837P;5274/2023;;ordin-1837P-28.05.2026-art-10.pdf
28.05.2026;1837P;5269/2023;Copii minori: 3;ordin-1837P-28.05.2026-art-10.pdf
28.05.2026;1837P;4910/2023;;ordin-1837P-28.05.2026-art-10.pdf
28.05.2026;1837P;6184/2023;;ordin-1837P-28.05.2026-art-10.pdf
28.05.2026;1837P;6163/2023;;ordin-1837P-28.05.2026-art-10.pdf
28.05.2026;1837P;6178/2023;Copii minori: 2;ordin-1837P-28.05.2026-art-10.pdf
28.05.2026;1837P;6189/2023;;ordin-1837P-28.05.2026-art-10.pdf
28.05.2026;1837P;6168/2023;Copii minori: 2;ordin-1837P-28.05.2026-art-10.pdf
28.05.2026;1837P;6197/2023;Copii minori: 1;ordin-1837P-28.05.2026-art-10.pdf
28.05.2026;1837P;4927/2023;;ordin-1837P-28.05.2026-art-10.pdf
28.05.2026;1837P;5280/2023;;ordin-1837P-28.05.2026-art-10.pdf
28.05.2026;1837P;6073/2023;;ordin-1837P-28.05.2026-art-10.pdf
28.05.2026;1837P;6070/2023;;ordin-1837P-28.05.2026-art-10.pdf
26.05.2026;1807P;32904/2023;Copii minori: 2;Ordin-1807P-26.05.2026-art-10.pdf
26.05.2026;1807P;33734/2022;;Ordin-1807P-26.05.2026-art-10.pdf
13.05.2026;1636P;1810/2024;;ordin-1636P-13.05.2026-art.10.pdf
13.05.2026;1636P;24311/2022;Copii minori: 2;ordin-1636P-13.05.2026-art.10.pdf
07.05.2026;1569P;4200/2024;;Ordin-1569P-07.05.2026-art.-10.pdf
07.05.2026;1569P;49346/2024;;Ordin-1569P-07.05.2026-art.-10.pdf
24.04.2026;1426P;48178/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;29603/2022;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;11087/2023;Copii minori: 2;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;41904/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;5987/2023;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;5973/2023;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;11077/2023;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;11077/2023;Copii minori: 1;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;47579/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;22563/2025;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;48130/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;33685/2022;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;47694/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;29622/2022;Copii minori: 1;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;48175/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;15992/2021;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;5480/2023;Copii minori: 2;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;42103/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;42020/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;47691/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;38535/2022;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;38535/2022;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;47641/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;34239/2022;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;41845/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;34279/2022;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;29605/2022;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;29593/2022;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;29609/2022;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;48005/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;41868/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;47631/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;31509/2022;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;41900/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;41881/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;47972/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;48099/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;33685/2022;Copii minori: 1;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;42037/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;47973/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;41694/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;47708/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;38488/2022;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;47598/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;42134/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;41898/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;41986/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;6311/2023;Copii minori: 1;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;27921/2022;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;5811/2023;Copii minori: 1;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;48102/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;47697/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;34285/2022;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;34227/2022;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;41843/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;41977/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;47688/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;28210/2022;Copii minori: 2;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;29618/2022;Copii minori: 2;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;19051/2022;Copii minori: 2;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;27927/2022;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;41985/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;12629/2022;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;12629/2022;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;12629/2022;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;41846/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;31523/2022;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;31523/2022;Copii minori: 1;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;5460/2023;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;6222/2023;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;29610/2022;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;5806/2023;Copii minori: 2;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;48095/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;47607/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;41882/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;42069/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;12647/2022;Copii minori: 1;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;12647/2022;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;27930/2022;Copii minori: 1;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;21514/2022;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;11116/2023;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;11110/2023;Copii minori: 2;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;29633/2022;Copii minori: 2;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;41863/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;41855/2024;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;6226/2023;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;34329/2022;;Ordin-nr.-1426P-24.04.2026-art.10.pdf
24.04.2026;1426P;8303/2022;Copii minori: 2;Ordin-nr.-1426P-24.04.2026-art.10.pdf
30.03.2026;1066P;57327/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;21944/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;21939/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;21988/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;56825/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;20631/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;31815/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;22023/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;56511/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;21971/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;55992/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;56600/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;56073/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;56069/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;56826/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;29155/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;31769/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;29571/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;28791/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;56094/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;31810/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;20639/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;31855/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;20575/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;31930/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;55413/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;28793/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;21962/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;20611/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;56025/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;55869/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;20561/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;31841/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;31730/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;22703/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;22022/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;56300/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;21493/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;20743/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;20685/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;20595/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;57315/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;57322/2024;;Ordin-1066P-30.03.2026-art.10.pdf
30.03.2026;1066P;22011/2024;;Ordin-1066P-30.03.2026-art.10.pdf
